sample_name	age	age_unit	altitude	altitude_m	anonymized_name	body_habitat	body_habitat_abbr	body_habitat_gut_status	body_habitat_simple	body_product	body_site	cause_death	collection_timestamp	common_name_indiv	country	depth	depth_m	description	diet	diet_specific	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	extracted_dna_avail_now	genspecies_abbr	genus	gut_status	host_class	host_common_name	host_common_name_indiv	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	isis_number	latitude	latitude_deg	longitude	longitude_deg	necropsy_number	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	species	sub_family	title	year_of_birth
1453.45187SDZ5.B8.Tfran.feces	7.9	years	0	0.0	SDZ5.B8	UBERON:feces	feces	feces.healthy	feces	UBERON:feces	UBERON:feces	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	duodenal contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.C1.Tfran.stom	7.9	years	0	0.0	SDZ5.C1	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	saccus contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.C2.Tfran.stom	7.9	years	0	0.0	SDZ5.C2	UBERON:stomach	stom	stomach.healthy	stomach	UBERON:gastric juice	UBERON:stomach	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	pre-saccus contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45187SDZ5.C3.Tfran.feces	7.9	years	0	0.0	SDZ5.C3	UBERON:feces	feces	feces.healthy	feces	UBERON:feces	UBERON:feces	euth, bite wound	2003-01-27	gut metagenome	GAZ:United States of America	0	0	ileum contents	Herbivore	leaf eater food, greens, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Tfran	Trachypithecus	healthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45187	sk__Eukaryota	54133	595095	32.72	32.72	-117.16	-117.16	45187	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	stool	gut metagenome	female	francoisi	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1995
1453.45300SDZ3.E2.Pnem.stom	16	years	0	0.0	SDZ3.E2	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	pylorus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E3.Pnem.stom	16	years	0	0.0	SDZ3.E3	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	pylorus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E4.Pnem.stom	16	years	0	0.0	SDZ3.E4	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	presaccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E5.Pnem.stom	16	years	0	0.0	SDZ3.E5	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	saccus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E6.Pnem.stom	16	years	0	0.0	SDZ3.E6	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	saccus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E7.Pnem.stom	16	years	0	0.0	SDZ3.E7	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	tubus 1	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.E8.Pnem.stom	16	years	0	0.0	SDZ3.E8	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	cardia	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F1.Pnem.stom	16	years	0	0.0	SDZ3.F1	UBERON:stomach	stom	stomach.unhealthy	stomach	UBERON:mucosa of stomach	UBERON:mucosa of stomach	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	tubus 2	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mucosa of stomach	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F2.Pnem.Mlymph	16	years	0	0.0	SDZ3.F2	UBERON:mesenteric lymph node	Mlymph	mesenteric lymph node.unhealthy	mesenteric lymph node	UBERON:mesenteric lymph node	UBERON:mesenteric lymph node	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	mesentary lymph node	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	mesenteric lymph node	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F3.Pnem.cecum	16	years	0	0.0	SDZ3.F3	UBERON:cecum	cecum	cecum.unhealthy	cecum	UBERON:cecum mucosa	UBERON:cecum mucosa	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	cecum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	cecum mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F4.Pnem.duod	16	years	0	0.0	SDZ3.F4	UBERON:duodenum	duod	duodenum.unhealthy	duodenum	UBERON:duodenal mucosa	UBERON:duodenal mucosa	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	duodenum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	duodenal mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F5.Pnem.colon	16	years	0	0.0	SDZ3.F5	UBERON:colon	colon	colon.unhealthy	colon	UBERON:cecum mucosa	UBERON:cecum mucosa	Euth, GI	2003-03-05	gut metagenome	GAZ:United States of America	0	0	colon	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix	unhealthy	c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	cecum mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F7.Pnem.jeju	16	years	0	0.0	SDZ3.F7	UBERON:jejunum	jeju	jejunum.NA	jejunum	UBERON:jejunal mucosa	UBERON:jejunal mucosa		2003-03-05	gut metagenome	GAZ:United States of America	0	0	jejunum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	jejunal mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.F8.Pnem.stom	16	years	0	0.0	SDZ3.F8	UBERON:stomach	stom	stomach.NA	stomach	UBERON:gastric juice	UBERON:stomach		2003-03-05	gut metagenome	GAZ:United States of America	0	0	pre-saccus 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ3.G1.Pnem.ileum	16	years	0	0.0	SDZ3.G1	UBERON:ileum	ileum	ileum.NA	ileum	UBERON:ileal mucosa	UBERON:ileal mucosa		2003-03-05	gut metagenome	GAZ:United States of America	0	0	ileum	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	ileal mucosa	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
1453.45300SDZ4.D4.Pnem.stom	16	years	0	0.0	SDZ4.D4	UBERON:stomach	stom	stomach.NA	stomach	UBERON:gastric juice	UBERON:stomach		2003-03-05	gut metagenome	GAZ:United States of America	0	0	saccus 1 contents	Herbivore	leaf eater food, vegetables, roots	true	18.57	18.57	True	EMP sample	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	organic material	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	true	Pnem	Pygathrix		c__Mammalia	Red shanked douc langur	Northern Douc (Rhett)	f__Cercopithecidae	g__Pygathrix	k__Metazoa	o__Primates	p__Chordata	Pygathrix nemaeus	s__Pygathrix_nemaeus	45300	sk__Eukaryota	54133	31863	32.72	32.72	-117.16	-117.16	45300	UCSDMI	true	true	Host-associated	Animal	Animal proximal gut	1453	gut metagenome	749906	gastric juice	gut metagenome	male	nemaeus	Colobinae	The gut microbiota distinguishes GI-healthy and -unhealthy captive colobine primates	1987
